"/reference_point/position[3]_x","/reference_point/position[3]_y","/reference_point/position[0]_x","/reference_point/position[0]_y","/joint_states/position[3]_x","/joint_states/position[3]_y"
-494251.3763,0.785,-494251.3763,0.1942817588,-494251.4097,0.02276117897,
-494251.343,0.785,-494251.343,0.2410751866,-494251.3763,0.05987367821,
-494251.3097,0.785,-494251.3097,0.2998139127,-494251.343,0.1197692165,
-494251.2763,0.785,-494251.2763,0.3611928673,-494251.3097,0.197499321,
-494251.243,0.785,-494251.243,0.4143517644,-494251.2763,0.2781161594,
-494251.2097,0.785,-494251.2097,0.475212569,-494251.243,0.3820312471,
-494251.1763,0.785,-494251.1763,0.5330420791,-494251.2097,0.5020284977,
-494251.143,0.785,-494251.143,0.5789761162,-494251.1763,0.6109950705,
-494251.1097,0.785,-494251.1097,0.627213206,-494251.143,0.7354251347,
-494251.0764,0.785,-494251.0764,0.6688701517,-494251.1097,0.8503710499,
-494251.043,0.785,-494251.043,0.6989947712,-494251.0764,0.9364515715,
-494251.0097,0.785,-494251.0097,0.7275884408,-494251.043,1.024903168,
-494250.9763,0.785,-494250.9763,0.7494427197,-494251.0097,1.091705756,
-494250.943,0.785,-494250.943,0.7633050617,-494250.9763,1.1343851,
-494250.9097,0.785,-494250.9097,0.7746157572,-494250.943,1.172837805,
-494250.8763,0.785,-494250.8763,0.7817696281,-494250.9097,1.193146607,
-494250.8429,0.785,-494250.8429,0.7855488486,-494250.8763,1.195620844,
-494250.8097,0.785,-494250.8097,0.7883752114,-494250.8429,1.194486813,
-494250.7763,0.785,-494250.7763,0.7907176257,-494250.8097,1.153250686,
-494250.743,0.785,-494250.743,0.7932276469,-494250.7763,1.102220924,
-494250.7097,0.785,-494250.7097,0.7976073809,-494250.743,1.030057665,
-494250.6763,0.785,-494250.6763,0.8042352994,-494250.7097,0.9486161308,
-494250.643,0.785,-494250.643,0.8120275103,-494250.6763,0.8729477654,
-494250.6097,0.785,-494250.6097,0.8236646024,-494250.643,0.7825375919,
-494250.5763,0.785,-494250.5763,0.8378200005,-494250.6097,0.6963539085,
-494250.543,0.785,-494250.543,0.8515587686,-494250.5763,0.6342934694,
-494250.5097,0.785,-494250.5097,0.8687708219,-494250.543,0.5724392042,
-494250.4764,0.785,-494250.4764,0.8863370263,-494250.5097,0.5302752199,
-494250.443,0.785,-494250.443,0.9008620016,-494250.4764,0.5143993807,
-494250.4097,0.785,-494250.4097,0.9162096867,-494250.443,0.5130591755,
-494250.3764,0.785,-494250.3764,0.9288278337,-494250.4097,0.52975986,
-494250.343,0.785,-494250.343,0.9367531818,-494250.3764,0.5590374517,
-494250.3097,0.785,-494250.3097,0.9419461267,-494250.343,0.6079023123,
-494250.2764,0.785,-494250.2764,0.942264757,-494250.3097,0.6612001362,
-494250.243,0.785,-494250.243,0.9386812853,-494250.2764,0.7131576052,
-494250.2097,0.785,-494250.2097,0.9306107508,-494250.243,0.7736718149,
-494250.1763,0.785,-494250.1763,0.9191465455,-494250.2097,0.8319178123,
-494250.143,0.785,-494250.143,0.9072947865,-494250.1763,0.8764528713,
-494250.1097,0.785,-494250.1097,0.8919022527,-494250.143,0.9190292034,
-494250.0763,0.785,-494250.0763,0.8756490055,-494250.1097,0.9479976091,
-494250.043,0.785,-494250.043,0.8616357465,-494250.0763,0.9650076294,
-494250.0097,0.785,-494250.0097,0.8458024574,-494250.043,0.9737702446,
-494249.9764,0.785,-494249.9764,0.8310601334,-494250.0097,0.9739764185,
-494249.943,0.785,-494249.943,0.8196148099,-494249.9764,0.9737702446,
-494249.9097,0.785,-494249.9097,0.8078981415,-494249.943,0.9530490942,
-494249.8763,0.785,-494249.8763,0.7980742943,-494249.9097,0.9209879303,
-494249.843,0.785,-494249.843,0.7911702933,-494249.8763,0.8899577856,
-494249.8097,0.785,-494249.8097,0.7847992047,-494249.843,0.8475876274,
-494249.7764,0.785,-494249.7764,0.7800673789,-494249.8097,0.8067638483,
-494249.743,0.785,-494249.743,0.7771339885,-494249.7764,0.7705790567,
-494249.7097,0.785,-494249.7097,0.7747779984,-494249.743,0.7384148808,
-494249.6764,0.785,-494249.6764,0.773298682,-494249.7097,0.7063537169,
-494249.643,0.785,-494249.643,0.7725197558,-494249.6764,0.6896530323,
-494249.6097,0.785,-494249.6097,0.7719616225,-494249.643,0.6781069946,
-494249.5763,0.785,-494249.5763,0.7715810554,-494249.6097,0.6771791372,
-494249.543,0.785,-494249.543,0.7712704471,-494249.5763,0.675838932,
-494249.5097,0.785,-494249.5097,0.7708226433,-494249.543,0.6773853111,
-494249.4763,0.785,-494249.4763,0.7702167996,-494249.5097,0.6906839018,
-494249.443,0.785,-494249.443,0.7695512261,-494249.4763,0.7089309654,
-494249.4097,0.785,-494249.4097,0.7686135717,-494249.443,0.7263531837,
-494249.3763,0.785,-494249.3763,0.7675410954,-494249.4097,0.7492393847,
-494249.343,0.785,-494249.343,0.7665610447,-494249.3763,0.7608885841,
-494249.3097,0.785,-494249.3097,0.7654125087,-494249.343,0.7764552374,
-494249.2763,0.785,-494249.2763,0.7643337548,-494249.3097,0.7929495983,
-494249.243,0.785,-494249.243,0.7635228304,-494249.2763,0.8013000154,
-494249.2097,0.785,-494249.2097,0.7627699435,-494249.243,0.8078977299,
-494249.1763,0.785,-494249.1763,0.7622779736,-494249.2097,0.8132584009,
-494249.143,0.785,-494249.143,0.7620944474,-494249.1763,0.8141862583,
-494249.1097,0.785,-494249.1097,0.7621817479,-494249.143,0.8142894201,
-494249.0763,0.785,-494249.0763,0.7626336013,-494249.1097,0.8142894201,
-494249.043,0.785,-494249.043,0.7633405566,-494249.0763,0.8143924322,
-494249.0097,0.785,-494249.0097,0.7645514788,-494249.043,0.8114028358,
-494248.9763,0.785,-494248.9763,0.7661670103,-494249.0097,0.8128460531,
-494248.943,0.785,-494248.943,0.7678449426,-494248.9763,0.8131553888,
-494248.9097,0.785,-494248.9097,0.7700881287,-494248.943,0.8131553888,
-494248.8763,0.785,-494248.8763,0.7725568388,-494248.9097,0.8139800844,
-494248.843,0.785,-494248.843,0.774774472,-494248.8763,0.8138770723,
-494248.8097,0.785,-494248.8097,0.7773796858,-494248.843,0.8136708984,
-494248.7763,0.785,-494248.7763,0.7798925931,-494248.8097,0.8135677366,
-494248.743,0.785,-494248.743,0.7818870626,-494248.7763,0.8143924322,
-494248.7097,0.785,-494248.7097,0.7839375874,-494248.743,0.8137739105,
-494248.6764,0.785,-494248.6764,0.7856104845,-494248.7097,0.8129492149,
-494248.643,0.785,-494248.643,0.7866974129,-494248.6764,0.8131553888,
-494248.6097,0.785,-494248.6097,0.787530997,-494248.643,0.8139800844,
-494248.5763,0.785,-494248.5763,0.7878932732,-494248.6097,0.8128460531,
-494248.543,0.785,-494248.543,0.7878497332,-494248.5763,0.8119183455,
-494248.5097,0.785,-494248.5097,0.7874654617,-494248.543,0.8114028358,
-494248.4763,0.785,-494248.4763,0.7868413578,-494248.5097,0.809444109,
-494248.443,0.785,-494248.443,0.786206464,-494248.4763,0.8082070656,
-494248.4097,0.785,-494248.4097,0.7854438434,-494248.443,0.8062483387,
-494248.3763,0.785,-494248.3763,0.7847425572,-494248.4097,0.8060421648,
-494248.343,0.785,-494248.343,0.7842426378,-494248.3763,0.8052174692,
-494248.3097,0.785,-494248.3097,0.7838190415,-494248.343,0.8017123632,
-494248.2763,0.785,-494248.2763,0.7835915696,-494248.3097,0.8004753199,
-494248.243,0.785,-494248.243,0.7835574697,-494248.2763,0.7990319529,
-494248.2097,0.785,-494248.2097,0.7837044507,-494248.243,0.7964547043,
-494248.1763,0.785,-494248.1763,0.7840546676,-494248.2097,0.7939806175,
-494248.143,0.785,-494248.143,0.7845071446,-494248.1763,0.7934651079,
-494248.1097,0.785,-494248.1097,0.7851870049,-494248.143,0.7917125549,
-494248.0764,0.785,-494248.0764,0.7859890589,-494248.1097,0.7898569899,
-494248.043,0.785,-494248.043,0.7867324478,-494248.0764,0.7863518839,
-494248.0097,0.785,-494248.0097,0.787610049,-494248.043,0.78614571,
-494247.9764,0.785,-494247.9764,0.7884367297,-494248.0097,0.7839808092,
-494247.943,0.785,-494247.943,0.7890565906,-494247.9764,0.7858363743,
-494247.9097,0.785,-494247.9097,0.7896254778,-494247.943,0.7834652996,
-494247.8764,0.785,-494247.8764,0.7899834856,-494247.9097,0.7827437658,
-494247.843,0.785,-494247.843,0.7900970774,-494247.8764,0.7827437658,
-494247.8097,0.785,-494247.8097,0.7899936535,-494247.843,0.7818159084,
-494247.7764,0.785,-494247.7764,0.7896661089,-494247.8097,0.7844961691,
-494247.7431,0.785,-494247.7431,0.7892438887,-494247.7764,0.7842899952,
-494247.7097,0.785,-494247.7097,0.7886329502,-494247.7431,0.7827437658,
-494247.6763,0.785,-494247.6763,0.7879449788,-494247.7097,0.7837746353,
-494247.643,0.785,-494247.643,0.7873318249,-494247.6763,0.7824344301,
-494247.6097,0.785,-494247.6097,0.7866282227,-494247.643,0.7842899952,
-494247.5763,0.785,-494247.5763,0.7859721827,-494247.6097,0.782640604,
-494247.543,0.785,-494247.543,0.7854691924,-494247.5763,0.7813003988,
-494247.5097,0.785,-494247.5097,0.7849686533,-494247.543,0.7832591257,
-494247.4763,0.785,-494247.4763,0.7845710394,-494247.5097,0.7827437658,
-494247.443,0.785,-494247.443,0.7843142323,-494247.4764,0.7832591257,
-494247.4097,0.785,-494247.4097,0.7841089307,-494247.443,0.7831561136,
-494247.3763,0.785,-494247.3763,0.7839959452,-494247.4097,0.7824344301,
-494247.343,0.785,-494247.343,0.7839622759,-494247.3763,0.7821250944,
-494247.3097,0.785,-494247.3097,0.7839833169,-494247.343,0.7834652996,
-494247.2763,0.785,-494247.2763,0.7840590737,-494247.3097,0.782331418,
-494247.243,0.785,-494247.243,0.7841591561,-494247.2763,0.7816097345,
-494247.2097,0.785,-494247.2097,0.7843049764,-494247.243,0.7814035606,
-494247.1763,0.785,-494247.1763,0.7844677427,-494247.2097,0.7814035606,
-494247.143,0.785,-494247.143,0.784608904,-494247.1763,0.7827437658,
-494247.1097,0.785,-494247.1097,0.7847620926,-494247.143,0.7832591257,
-494247.0764,0.785,-494247.0764,0.7848898464,-494247.1097,0.7845993309,
-494247.043,0.785,-494247.043,0.7849704563,-494247.0764,0.7844961691,
-494247.0097,0.785,-494247.0097,0.7850234747,-494247.043,0.7848055048,
-494246.9764,0.785,-494246.9764,0.7850280235,-494247.0097,0.7832591257,
-494246.943,0.785,-494246.943,0.7849950058,-494246.9764,0.7850116787,
-494246.9097,0.785,-494246.9097,0.7849219319,-494246.943,0.7831561136,
-494246.8764,0.785,-494246.8764,0.7848224809,-494246.9097,0.7827437658,
-494246.843,0.785,-494246.843,0.7847251421,-494246.8764,0.7829499397,
-494246.8097,0.785,-494246.8097,0.7846074414,-494246.843,0.7825375919,
-494246.7764,0.785,-494246.7764,0.7845260085,-494246.8097,0.7829499397,
-494246.7431,0.785,-494246.7431,0.7844362664,-494246.7764,0.7835684614,
-494246.7097,0.785,-494246.7097,0.7843481336,-494246.7431,0.7833622875,
-494246.6763,0.785,-494246.6763,0.784282642,-494246.7097,0.7821250944,
-494246.643,0.785,-494246.643,0.7842467932,-494246.6763,0.7829499397,
-494246.6097,0.785,-494246.6097,0.7842294948,-494246.643,0.7832591257,
-494246.5764,0.785,-494246.5764,0.78423817,-494246.6097,0.7833622875,
-494246.543,0.785,-494246.543,0.7842666475,-494246.5764,0.7830529518,
-494246.5097,0.785,-494246.5097,0.7843243445,-494246.543,0.7834652996,
-494246.4763,0.785,-494246.4763,0.7844065283,-494246.5097,0.7836714735,
-494246.4431,0.785,-494246.4431,0.7844936639,-494246.4763,0.7841869831,
-494246.4097,0.785,-494246.4097,0.7846101374,-494246.4431,0.7824344301,
-494246.3764,0.785,-494246.3764,0.784736368,-494246.4097,0.7833622875,
-494246.343,0.785,-494246.343,0.7848467994,-494246.3764,0.7838776474,
-494246.3097,0.785,-494246.3097,0.784971489,-494246.343,0.7831561136,
-494246.2763,0.785,-494246.2763,0.7850694319,-494246.3097,0.7828467779,
-494246.243,0.785,-494246.243,0.7851672491,-494246.2763,0.7840838213,
-494246.2097,0.785,-494246.2097,0.7852419535,-494246.243,0.7831561136,
-494246.1763,0.785,-494246.1763,0.7852894307,-494246.2097,0.7814035606,
-494246.143,0.785,-494246.143,0.7853067365,-494246.1763,0.7831561136,
-494246.1097,0.785,-494246.1097,0.7852997089,-494246.143,0.7840838213,
-494246.0763,0.785,-494246.0763,0.7852678989,-494246.1097,0.7836714735,
-494246.043,0.785,-494246.043,0.785226194,-494246.0763,0.7829499397,
-494246.0097,0.785,-494246.0097,0.7851669521,-494246.043,0.7827437658,
-494245.9763,0.785,-494245.9763,0.7851026752,-494246.0097,0.782640604,
-494245.943,0.785,-494245.943,0.7850480845,-494245.9763,0.7819189205,
-494245.9097,0.785,-494245.9097,0.7849893432,-494245.943,0.782640604,
-494245.8763,0.785,-494245.8763,0.7849395023,-494245.9097,0.7839808092,
-494245.843,0.785,-494245.843,0.7849058062,-494245.8763,0.7835684614,
-494245.8097,0.785,-494245.8097,0.784878221,-494245.843,0.7830529518,
-494245.7763,0.785,-494245.7763,0.7848635072,-494245.8097,0.7805788651,
-494245.743,0.785,-494245.743,0.7848606426,-494245.7763,0.7832591257,
-494245.7097,0.785,-494245.7097,0.7848678173,-494245.743,0.7831561136,
-494245.6763,0.785,-494245.6763,0.7848858156,-494245.7097,0.782640604,
-494245.643,0.785,-494245.643,0.7849089967,-494245.6763,0.7830529518,
-494245.6097,0.785,-494245.6097,0.7849434239,-494245.643,0.7831561136,
-494245.5764,0.785,-494245.5764,0.7849834209,-494245.6097,0.7838776474,
-494245.543,0.785,-494245.543,0.7850199136,-494245.5764,0.7829499397,
-494245.5097,0.785,-494245.5097,0.785062251,-494245.543,0.7834652996,
-494245.4763,0.785,-494245.4763,0.7851012775,-494245.5097,0.7842899952,
-494245.443,0.785,-494245.443,0.7851298074,-494245.4763,0.7824344301,
-494245.4097,0.785,-494245.4097,0.7851550464,-494245.443,0.7822282562,
-494245.3763,0.785,-494245.3763,0.7851697129,-494245.4097,0.7829499397,
-494245.343,0.785,-494245.343,0.7851728975,-494245.3763,0.7816097345,
-494245.3097,0.785,-494245.3097,0.785165686,-494245.343,0.782331418,
-494245.2764,0.785,-494245.2764,0.7851486114,-494245.3097,0.7821250944,
-494245.243,0.785,-494245.243,0.7851280421,-494245.2764,0.7835684614,
-494245.2097,0.785,-494245.2097,0.7850994621,-494245.243,0.782640604,
-494245.1763,0.785,-494245.1763,0.7850683993,-494245.2097,0.7824344301,
-494245.143,0.785,-494245.143,0.7850415861,-494245.1763,0.7831561136,
-494245.1097,0.785,-494245.1097,0.7850118729,-494245.143,0.7827437658,
-494245.0764,0.785,-494245.0764,0.7849853798,-494245.1097,0.7842899952,
-494245.043,0.785,-494245.043,0.7849661228,-494245.0764,0.7836714735,
-494245.0097,0.785,-494245.0097,0.7849483166,-494245.043,0.7836714735,
-494244.9764,0.785,-494244.9764,0.7849358028,-494245.0097,0.7833622875,
-494244.943,0.785,-494244.943,0.7849292288,-494244.9764,0.7835684614,
-494244.9097,0.785,-494244.9097,0.7849260525,-494244.943,0.7841869831,
-494244.8763,0.785,-494244.8763,0.7849271502,-494244.9097,0.7830529518,
-494244.843,0.785,-494244.843,0.7849311878,-494244.8763,0.7830529518,
-494244.8097,0.785,-494244.8097,0.7849391399,-494244.843,0.7835684614,
-494244.7763,0.785,-494244.7763,0.7849499643,-494244.8097,0.7800633554,
-494244.743,0.785,-494244.743,0.7849608956,-494244.7763,0.7822282562,
-494244.7097,0.785,-494244.7097,0.7849747172,-494244.743,0.782331418,
-494244.6763,0.785,-494244.6763,0.7849886934,-494244.7097,0.7819189205,
-494244.643,0.785,-494244.643,0.7850000008,-494244.6763,0.7838776474,
-494244.6097,0.785,-494244.6097,0.7850115408,-494244.643,0.7827437658,
-494244.5763,0.785,-494244.5763,0.7850204962,-494244.6097,0.7832591257,
-494244.543,0.785,-494244.543,0.7850256156,-494244.5763,0.7842899952,
-494244.5097,0.785,-494244.5097,0.7850282349,-494244.543,0.7832591257,
-494244.4763,0.785,-494244.4763,0.7850271452,-494244.5097,0.7839808092,
-494244.443,0.785,-494244.443,0.7850236383,-494244.4763,0.784393157,
-494244.4097,0.785,-494244.4097,0.7850172777,-494244.443,0.7840838213,
-494244.3764,0.785,-494244.3764,0.7850093062,-494244.4097,0.7842899952,
-494244.343,0.785,-494244.343,0.7850018395,-494244.3764,0.7832591257,
-494244.3097,0.785,-494244.3097,0.7849930816,-494244.343,0.7818159084,
-494244.2763,0.785,-494244.2763,0.7849849122,-494244.3097,0.7828467779,
-494244.243,0.785,-494244.243,0.7849787853,-494244.2763,0.7830529518,
-494244.2097,0.785,-494244.2097,0.784972999,-494244.243,0.7822282562,
-494244.1763,0.785,-494244.1763,0.7849688988,-494244.2097,0.7815065727,
-494244.143,0.785,-494244.143,0.784966795,-494244.1763,0.7825375919,
-494244.1097,0.785,-494244.1097,0.7849659517,-494244.143,0.7829499397,
-494244.0763,0.785,-494244.0763,0.7849667407,-494244.1097,0.7840838213,
-494244.043,0.785,-494244.043,0.7849686884,-494244.0763,0.7836714735,
-494244.0097,0.785,-494244.0097,0.7849723588,-494244.043,0.7845993309,
-494243.9764,0.785,-494243.9764,0.784977339,-494244.0097,0.7829499397,
-494243.943,0.785,-494243.943,0.7849824235,-494243.9764,0.7828467779,
-494243.9097,0.785,-494243.9097,0.7849889738,-494243.943,0.7822282562,
-494243.8764,0.785,-494243.8764,0.7849957809,-494243.9097,0.7831561136,
-494243.8431,0.785,-494243.8431,0.7850014769,-494243.8764,0.7844961691,
-494243.8097,0.785,-494243.8097,0.7850075662,-494243.8431,0.7830529518,
-494243.7764,0.785,-494243.7764,0.7850126685,-494243.8097,0.7841869831,
-494243.743,0.785,-494243.743,0.7850159956,-494243.7764,0.7831561136,
-494243.7097,0.785,-494243.7097,0.7850184327,-494243.743,0.7822282562,
-494243.6764,0.785,-494243.6764,0.7850191769,-494243.7097,0.7821250944,
-494243.643,0.785,-494243.643,0.7850184779,-494243.6764,0.7824344301,
-494243.6097,0.785,-494243.6097,0.7850163671,-494243.643,0.7813003988,
-494243.5764,0.785,-494243.5764,0.7850132316,-494243.6097,0.7830529518,
-494243.543,0.785,-494243.543,0.7850100293,-494243.5764,0.7832591257,
-494243.5097,0.785,-494243.5097,0.785006027,-494243.543,0.7838776474,
-494243.4764,0.785,-494243.4764,0.7850020597,-494243.5097,0.7828467779,
-494243.443,0.785,-494243.443,0.7849989024,-494243.4764,0.7817127466,
-494243.4097,0.785,-494243.4097,0.7849956966,-494243.443,0.7817127466,
-494243.3764,0.785,-494243.3764,0.7849931482,-494243.4097,0.7827437658,
-494243.343,0.785,-494243.343,0.7849915512,-494243.3764,0.7842899952,
-494243.3097,0.785,-494243.3097,0.7849903929,-494243.343,0.7833622875,
-494243.2764,0.785,-494243.2764,0.7849899629,-494243.3097,0.7838776474,
-494243.243,0.785,-494243.243,0.7849901232,-494243.2764,0.7837746353,
-494243.2097,0.785,-494243.2097,0.7849908914,-494243.243,0.7848055048,
-494243.1764,0.785,-494243.1764,0.7849922361,-494243.2097,0.7830529518,
-494243.143,0.785,-494243.143,0.7849937775,-494243.1764,0.7830529518,
-494243.1097,0.785,-494243.1097,0.784995916,-494243.143,0.7819189205,
-494243.0764,0.785,-494243.0764,0.7849982727,-494243.1097,0.7810942249,
-494243.043,0.785,-494243.043,0.7850003359,-494243.0764,0.7824344301,
-494243.0097,0.785,-494243.0097,0.7850026366,-494243.043,0.7831561136,
-494242.9764,0.785,-494242.9764,0.7850046607,-494243.0097,0.7817127466,
-494242.943,0.785,-494242.943,0.7850060602,-494242.9764,0.7822282562,
-494242.9097,0.785,-494242.9097,0.7850071934,-494242.943,0.7818159084,
-494242.8764,0.785,-494242.8764,0.7850077086,-494242.9097,0.7811973867,
-494242.843,0.785,-494242.843,0.7850076301,-494242.8764,0.7825375919,
-494242.8097,0.785,-494242.8097,0.7850069896,-494242.843,0.7829499397,
-494242.7764,0.785,-494242.7764,0.7850058869,-494242.8097,0.7824344301,
-494242.743,0.785,-494242.743,0.7850046849,-494242.7764,0.7836714735,
-494242.7097,0.785,-494242.7097,0.7850031123,-494242.743,0.7845993309,
-494242.6764,0.785,-494242.6764,0.7850014861,-494242.7097,0.7838776474,
-494242.643,0.785,-494242.643,0.7850001405,-494242.6764,0.7834652996,
-494242.6097,0.785,-494242.6097,0.7849987135,-494242.643,0.7824344301,
-494242.5764,0.785,-494242.5764,0.7849975097,-494242.6097,0.7835684614,
-494242.543,0.785,-494242.543,0.7849966923,-494242.5764,0.7822282562,
-494242.5097,0.785,-494242.5097,0.7849960092,-494242.543,0.7824344301,
-494242.4764,0.785,-494242.4764,0.7849956185,-494242.5097,0.7815065727,
-494242.4431,0.785,-494242.4431,0.784995503,-494242.4764,0.7833622875,
-494242.4097,0.785,-494242.4097,0.7849955997,-494242.4431,0.7836714735,
-494242.3764,0.785,-494242.3764,0.784995931,-494242.4097,0.7837746353,
-494242.343,0.785,-494242.343,0.7849963849,-494242.3764,0.7835684614,
-494242.3097,0.785,-494242.3097,0.7849970798,-494242.343,0.7854240265,
-494242.2764,0.785,-494242.2764,0.7849979057,-494242.3097,0.7839808092,
-494242.243,0.785,-494242.243,0.7849986733,-494242.2764,0.7831561136,
-494242.2097,0.785,-494242.2097,0.7849995818,-494242.243,0.7848055048,
-494242.1763,0.785,-494242.1763,0.7850004421,-494242.2097,0.7830529518,
-494242.143,0.785,-494242.143,0.7850010941,-494242.1763,0.7818159084,
-494242.1097,0.785,-494242.1097,0.785001707,-494242.143,0.7833622875,
-494242.0763,0.785,-494242.0763,0.7850021197,-494242.1097,0.7813003988,
-494242.043,0.785,-494242.043,0.785002292,-494242.0763,0.7824344301,
-494242.0097,0.785,-494242.0097,0.7850022716,-494242.043,0.7829499397,
-494241.9764,0.785,-494241.9764,0.7850020369,-494242.0097,0.782640604,
-494241.943,0.785,-494241.943,0.7850017038,-494241.9764,0.7830529518,
-494241.9097,0.785,-494241.9097,0.7850012099,-494241.943,0.7834652996,
-494241.8763,0.785,-494241.8763,0.7850006546,-494241.9097,0.7832591257,
-494241.843,0.785,-494241.843,0.7850001678,-494241.8763,0.7836714735,
-494241.8097,0.785,-494241.8097,0.7849996261,-494241.843,0.7840838213,
-494241.7764,0.785,-494241.7764,0.7849991459,-494241.8097,0.7836714735,
-494241.743,0.785,-494241.743,0.7849988032,-494241.7764,0.7828467779,
-494241.7097,0.785,-494241.7097,0.7849984981,-494241.743,0.7834652996,
-494241.6763,0.785,-494241.6763,0.7849983019,-494241.7097,0.7833622875,
-494241.643,0.785,-494241.643,0.7849982198,-494241.6763,0.7827437658,
-494241.6097,0.785,-494241.6097,0.7849982176,-494241.643,0.7817127466,
-494241.5764,0.785,-494241.5764,0.7849983104,-494241.6097,0.7816097345,
-494241.543,0.785,-494241.543,0.784998462,-494241.5764,0.7834652996,
-494241.5097,0.785,-494241.5097,0.7849987136,-494241.543,0.7818159084,
-494241.4764,0.785,-494241.4764,0.78499903,-494241.5097,0.7835684614,
-494241.443,0.785,-494241.443,0.7849993367,-494241.4764,0.7838776474,
-494241.4097,0.785,-494241.4097,0.7849997144,-494241.443,0.7835684614,
-494241.3764,0.785,-494241.3764,0.7850000884,-494241.4097,0.7829499397,
-494241.343,0.785,-494241.343,0.7850003862,-494241.3764,0.7829499397,
-494241.3097,0.785,-494241.3097,0.7850006854,-494241.343,0.7831561136,
-494241.2763,0.785,-494241.2763,0.7850009129,-494241.3097,0.7811973867,
-494241.243,0.785,-494241.243,0.7850010386,-494241.2763,0.7836714735,
-494241.2097,0.785,-494241.2097,0.7850010958,-494241.243,0.7845993309,
-494241.1763,0.785,-494241.1763,0.7850010557,-494241.2097,0.7839808092,
-494241.143,0.785,-494241.143,0.7850009553,-494241.1763,0.7822282562,
-494241.1097,0.785,-494241.1097,0.7850007803,-494241.143,0.7828467779,
-494241.0764,0.785,-494241.0764,0.7850005646,-494241.1097,0.7842899952,
-494241.043,0.785,-494241.043,0.7850003639,-494241.0764,0.7831561136,
-494241.0097,0.785,-494241.0097,0.785000129,-494241.043,0.782331418,
-494240.9764,0.785,-494240.9764,0.7849999392,-494241.0097,0.7820220823,
-494240.943,0.785,-494240.943,0.7849997432,-494240.9764,0.7816097345,
-494240.9097,0.785,-494240.9097,0.7849995837,-494240.943,0.7827437658,
-494240.8763,0.785,-494240.8763,0.7849994664,-494240.9097,0.784393157,
-494240.843,0.785,-494240.843,0.7849994011,-494240.8763,0.7835684614,
-494240.8097,0.785,-494240.8097,0.7849993648,-494240.843,0.7827437658,
-494240.7764,0.785,-494240.7764,0.784999368,-494240.8097,0.782640604,
-494240.743,0.785,-494240.743,0.7849994,-494240.7764,0.7836714735,
-494240.7097,0.785,-494240.7097,0.7849994694,-494240.743,0.7835684614,
-494240.6764,0.785,-494240.6764,0.7849995687,-494240.7097,0.7831561136,
-494240.643,0.785,-494240.643,0.7849996725,-494240.6764,0.7844961691,
-494240.6097,0.785,-494240.6097,0.7849998077,-494240.643,0.7832591257,
-494240.5764,0.785,-494240.5764,0.7849999489,-494240.6097,0.7828467779,
-494240.543,0.785,-494240.543,0.785000067,-494240.5764,0.7828467779,
-494240.5097,0.785,-494240.5097,0.7850001924,-494240.543,0.782331418,
-494240.4764,0.785,-494240.4764,0.7850002959,-494240.5097,0.7842899952,
-494240.443,0.785,-494240.443,0.7850003613,-494240.4764,0.7819189205,
-494240.4097,0.785,-494240.4097,0.7850004058,-494240.443,0.782331418,
-494240.3764,0.785,-494240.3764,0.7850004129,-494240.4097,0.7827437658,
-494240.343,0.785,-494240.343,0.7850003904,-494240.3764,0.7822282562,
-494240.3097,0.785,-494240.3097,0.785000337,-494240.343,0.7814035606,
-494240.2764,0.785,-494240.2764,0.7850002624,-494240.3097,0.7833622875,
-494240.243,0.785,-494240.243,0.7850001882,-494240.2764,0.782640604,
-494240.2097,0.785,-494240.2097,0.7850000967,-494240.243,0.7834652996,
-494240.1764,0.785,-494240.1764,0.7850000069,-494240.2097,0.7840838213,
-494240.143,0.785,-494240.143,0.7849999359,-494240.1764,0.7847024927,
-494240.1097,0.785,-494240.1097,0.7849998642,-494240.143,0.7836714735,
-494240.0764,0.785,-494240.0764,0.7849998073,-494240.1097,0.7830529518,
-494240.043,0.785,-494240.043,0.7849997719,-494240.0764,0.7817127466,
-494240.0097,0.785,-494240.0097,0.7849997463,-494240.043,0.7803726912,
-494239.9764,0.785,-494239.9764,0.7849997373,-494240.0097,0.7816097345,
-494239.943,0.785,-494239.943,0.7849997408,-494239.9764,0.7848055048,
-494239.9097,0.785,-494239.9097,0.7849997583,-494239.943,0.7835684614,
-494239.8764,0.785,-494239.8764,0.7849997836,-494239.9097,0.7841869831,
-494239.843,0.785,-494239.843,0.7849998236,-494239.8764,0.7834652996,
-494239.8097,0.785,-494239.8097,0.7849998721,-494239.843,0.7824344301,
-494239.7764,0.785,-494239.7764,0.7849999178,-494239.8097,0.7830529518,
-494239.743,0.785,-494239.743,0.7849999728,-494239.7764,0.782640604,
-494239.7097,0.785,-494239.7097,0.7850000257,-494239.743,0.7817127466,
-494239.6764,0.785,-494239.6764,0.7850000728,-494239.7097,0.7836714735,
-494239.643,0.785,-494239.643,0.785000106,-494239.6764,0.7849086666,
-494239.6097,0.785,-494239.6097,0.7850001339,-494239.643,0.7840838213,
-494239.5764,0.785,-494239.5764,0.7850001472,-494239.6097,0.7831561136,
-494239.543,0.785,-494239.543,0.7850001492,-494239.5764,0.7831561136,
-494239.5097,0.785,-494239.5097,0.7850001378,-494239.543,0.782331418,
-494239.4764,0.785,-494239.4764,0.7850001194,-494239.5097,0.7830529518,
