"/reference_point/position[3]_x","/reference_point/position[3]_y","/reference_point/position[0]_x","/reference_point/position[0]_y","/joint_states/position[3]_x","/joint_states/position[3]_y"
-494239.443,0.785,-494239.443,0.7850000908,-494239.4764,0.782640604,
-494239.4097,0.785,-494239.4097,0.7850000577,-494239.443,0.7828467779,
-494239.3763,0.785,-494239.3763,0.7850000281,-494239.4097,0.7831561136,
-494239.343,0.785,-494239.343,0.7849999945,-494239.3763,0.7832591257,
-494239.3097,0.785,-494239.3097,0.784999964,-494239.343,0.7837746353,
-494239.2763,0.785,-494239.2763,0.7849999418,-494239.3097,0.7822282562,
-494239.243,0.785,-494239.243,0.7849999213,-494239.2763,0.7822282562,
-494239.2097,0.785,-494239.2097,0.7849999073,-494239.243,0.7828467779,
-494239.1763,0.785,-494239.1763,0.7849999005,-494239.2097,0.782640604,
-494239.143,0.785,-494239.143,0.7849998982,-494239.1763,0.7822282562,
-494239.1097,0.785,-494239.1097,0.7849999016,-494239.143,0.7824344301,
-494239.0763,0.785,-494239.0763,0.7849999089,-494239.1097,0.7848055048,
-494239.043,0.785,-494239.043,0.7849999219,-494239.0763,0.782640604,
-494239.0097,0.785,-494239.0097,0.784999939,-494239.043,0.7829499397,
-494238.9763,0.785,-494238.9763,0.7849999561,-494239.0097,0.7831561136,
-494238.943,0.785,-494238.943,0.7849999776,-494238.9763,0.7828467779,
-494238.9097,0.785,-494238.9097,0.7849999993,-494238.943,0.7836714735,
-494238.8763,0.785,-494238.8763,0.7850000169,-494238.9097,0.7819189205,
-494238.843,0.785,-494238.843,0.785000035,-494238.8763,0.7831561136,
-494238.8097,0.785,-494238.8097,0.7850000493,-494238.843,0.7844961691,
-494238.7763,0.785,-494238.7763,0.7850000577,-494238.8097,0.7837746353,
-494238.743,0.785,-494238.743,0.7850000624,-494238.7763,0.7827437658,
-494238.7097,0.785,-494238.7097,0.7850000614,-494238.743,0.7832591257,
-494238.6763,0.785,-494238.6763,0.7850000565,-494238.7097,0.7825375919,
-494238.643,0.785,-494238.643,0.7850000471,-494238.6763,0.7831561136,
-494238.6097,0.785,-494238.6097,0.785000035,-494238.643,0.7833622875,
-494238.5763,0.785,-494238.5763,0.7850000234,-494238.6097,0.7828467779,
-494238.543,0.785,-494238.543,0.7850000096,-494238.5763,0.7825375919,
-494238.5097,0.785,-494238.5097,0.7849999965,-494238.543,0.782331418,
-494238.4763,0.785,-494238.4763,0.7849999864,-494238.5097,0.7809912128,
-494238.443,0.785,-494238.443,0.7849999765,-494238.4763,0.7834652996,
-494238.4097,0.785,-494238.4097,0.784999969,-494238.443,0.7844961691,
-494238.3763,0.785,-494238.3763,0.7849999646,-494238.4097,0.7842899952,
-494238.343,0.785,-494238.343,0.7849999619,-494238.3763,0.7836714735,
-494238.3097,0.785,-494238.3097,0.7849999615,-494238.343,0.7824344301,
-494238.2763,0.785,-494238.2763,0.7849999629,-494238.3097,0.7824344301,
-494238.243,0.785,-494238.243,0.7849999665,-494238.2763,0.7830529518,
-494238.2097,0.785,-494238.2097,0.7849999719,-494238.243,0.7829499397,
-494238.1764,0.785,-494238.1764,0.7849999777,-494238.2097,0.7838776474,
-494238.143,0.785,-494238.143,0.7849999855,-494238.1764,0.7837746353,
-494238.1097,0.785,-494238.1097,0.7849999938,-494238.143,0.7842899952,
-494238.0764,0.785,-494238.0764,0.7850000009,-494238.1097,0.7824344301,
-494238.043,0.785,-494238.043,0.7850000085,-494238.0764,0.7832591257,
-494238.0097,0.785,-494238.0097,0.7850000151,-494238.043,0.7837746353,
-494237.9763,0.785,-494237.9763,0.7850000194,-494238.0097,0.7815065727,
-494237.943,0.785,-494237.943,0.7850000227,-494237.9763,0.7818159084,
-494237.9097,0.785,-494237.9097,0.7850000238,-494237.943,0.7835684614,
-494237.8763,0.785,-494237.8763,0.785000023,-494237.9097,0.7836714735,
-494237.843,0.785,-494237.843,0.7850000204,-494237.8763,0.7841869831,
-494237.8097,0.785,-494237.8097,0.7850000164,-494237.843,0.782640604,
-494237.7764,0.785,-494237.7764,0.7850000123,-494237.8097,0.7819189205,
-494237.743,0.785,-494237.743,0.785000007,-494237.7764,0.782331418,
-494237.7097,0.785,-494237.7097,0.7850000017,-494237.743,0.782640604,
-494237.6764,0.785,-494237.6764,0.7849999975,-494237.7097,0.7836714735,
-494237.643,0.785,-494237.643,0.7849999931,-494237.6764,0.782331418,
-494237.6097,0.785,-494237.6097,0.7849999895,-494237.643,0.7832591257,
-494237.5764,0.785,-494237.5764,0.7849999872,-494237.6097,0.7827437658,
-494237.543,0.785,-494237.543,0.7849999855,-494237.5764,0.7824344301,
-494237.5097,0.785,-494237.5097,0.7849999847,-494237.543,0.7830529518,
-494237.4764,0.785,-494237.4764,0.7849999848,-494237.5097,0.7837746353,
-494237.443,0.785,-494237.443,0.7849999856,-494237.4764,0.7837746353,
-494237.4097,0.785,-494237.4097,0.7849999872,-494237.443,0.7834652996,
-494237.3764,0.785,-494237.3764,0.7849999891,-494237.4097,0.7829499397,
-494237.343,0.785,-494237.343,0.7849999919,-494237.3764,0.7829499397,
-494237.3097,0.785,-494237.3097,0.784999995,-494237.343,0.7828467779,
-494237.2764,0.785,-494237.2764,0.7849999978,-494237.3097,0.7830529518,
-494237.243,0.785,-494237.243,0.785000001,-494237.2764,0.7827437658,
-494237.2097,0.785,-494237.2097,0.7850000039,-494237.243,0.784393157,
-494237.1764,0.785,-494237.1764,0.785000006,-494237.2097,0.7832591257,
-494237.143,0.785,-494237.143,0.7850000078,-494237.1764,0.7828467779,
-494237.1097,0.785,-494237.1097,0.7850000089,-494237.143,0.7831561136,
-494237.0764,0.785,-494237.0764,0.7850000091,-494237.1097,0.7822282562,
-494237.043,0.785,-494237.043,0.7850000086,-494237.0764,0.782640604,
-494237.0097,0.785,-494237.0097,0.7850000074,-494237.043,0.7836714735,
-494236.9764,0.785,-494236.9764,0.7850000061,-494237.0097,0.7845993309,
-494236.943,0.785,-494236.943,0.7850000041,-494236.9764,0.7830529518,
-494236.9097,0.785,-494236.9097,0.7850000021,-494236.943,0.7838776474,
-494236.8764,0.785,-494236.8764,0.7850000004,-494236.9097,0.7818159084,
-494236.843,0.785,-494236.843,0.7849999985,-494236.8764,0.782640604,
-494236.8097,0.785,-494236.8097,0.7849999969,-494236.843,0.7830529518,
-494236.7764,0.785,-494236.7764,0.7849999958,-494236.8097,0.7829499397,
-494236.743,0.785,-494236.743,0.7849999948,-494236.7764,0.7840838213,
-494236.7097,0.785,-494236.7097,0.7849999943,-494236.743,0.7842899952,
-494236.6764,0.785,-494236.6764,0.7849999941,-494236.7097,0.7834652996,
-494236.643,0.785,-494236.643,0.7849999942,-494236.6764,0.7810942249,
-494236.6097,0.785,-494236.6097,0.7849999946,-494236.643,0.7824344301,
-494236.5764,0.785,-494236.5764,0.7849999952,-494236.6097,0.7829499397,
-494236.543,0.785,-494236.543,0.7849999961,-494236.5764,0.7837746353,
-494236.5097,0.785,-494236.5097,0.7849999973,-494236.543,0.7831561136,
-494236.4764,0.785,-494236.4764,0.7849999983,-494236.5097,0.7824344301,
-494236.443,0.785,-494236.443,0.7849999996,-494236.4764,0.7831561136,
-494236.4097,0.785,-494236.4097,0.7850000008,-494236.443,0.7841869831,
-494236.3764,0.785,-494236.3764,0.7850000017,-494236.4097,0.784393157,
-494236.343,0.785,-494236.343,0.7850000026,-494236.3764,0.7822282562,
-494236.3097,0.785,-494236.3097,0.7850000033,-494236.343,0.7824344301,
-494236.2764,0.785,-494236.2764,0.7850000036,-494236.3097,0.7819189205,
-494236.243,0.785,-494236.243,0.7850000036,-494236.2764,0.7837746353,
-494236.2097,0.785,-494236.2097,0.7850000033,-494236.243,0.7844961691,
-494236.1763,0.785,-494236.1763,0.7850000029,-494236.2097,0.7828467779,
-494236.143,0.785,-494236.143,0.7850000022,-494236.1763,0.7822282562,
-494236.1097,0.785,-494236.1097,0.7850000014,-494236.143,0.7824344301,
-494236.0763,0.785,-494236.0763,0.7850000007,-494236.1097,0.7810942249,
-494236.043,0.785,-494236.043,0.785,-494236.0763,0.7839808092,
-494236.0097,0.785,-494236.0097,0.7849999993,-494236.043,0.7848055048,
-494235.9763,0.785,-494235.9763,0.7849999987,-494236.0097,0.7842899952,
-494235.943,0.785,-494235.943,0.7849999983,-494235.9764,0.7816097345,
-494235.9097,0.785,-494235.9097,0.7849999979,-494235.943,0.7840838213,
-494235.8763,0.785,-494235.8763,0.7849999978,-494235.9097,0.7842899952,
-494235.843,0.785,-494235.843,0.7849999977,-494235.8763,0.7838776474,
-494235.8097,0.785,-494235.8097,0.7849999978,-494235.843,0.7828467779,
-494235.7764,0.785,-494235.7764,0.7849999979,-494235.8097,0.7817127466,
-494235.743,0.785,-494235.743,0.7849999982,-494235.7764,0.7819189205,
-494235.7097,0.785,-494235.7097,0.7849999986,-494235.743,0.7827437658,
-494235.6764,0.785,-494235.6764,0.784999999,-494235.7097,0.7827437658,
-494235.643,0.785,-494235.643,0.7849999995,-494235.6764,0.782640604,
-494235.6097,0.785,-494235.6097,0.785,-494235.643,0.7829499397,
-494235.5764,0.785,-494235.5764,0.7850000004,-494235.6097,0.7831561136,
-494235.543,0.785,-494235.543,0.7850000008,-494235.5764,0.7811973867,
-494235.5097,0.785,-494235.5097,0.7850000011,-494235.543,0.7821250944,
-494235.4764,0.785,-494235.4764,0.7850000013,-494235.5097,0.7835684614,
-494235.443,0.785,-494235.443,0.7850000014,-494235.4764,0.7842899952,
-494235.4097,0.785,-494235.4097,0.7850000014,-494235.443,0.7831561136,
-494235.3764,0.785,-494235.3764,0.7850000012,-494235.4097,0.782331418,
-494235.343,0.785,-494235.343,0.785000001,-494235.3764,0.7841869831,
-494235.3097,0.785,-494235.3097,0.7850000008,-494235.343,0.7835684614,
-494235.2764,0.785,-494235.2764,0.7850000005,-494235.3097,0.7827437658,
-494235.243,0.785,-494235.243,0.7850000002,-494235.2764,0.7820220823,
-494235.2097,0.785,-494235.2097,0.7849999999,-494235.243,0.7836714735,
-494235.1763,0.785,-494235.1763,0.7849999997,-494235.2097,0.7845993309,
-494235.143,0.785,-494235.143,0.7849999994,-494235.1763,0.7828467779,
-494235.1097,0.785,-494235.1097,0.7849999993,-494235.143,0.7842899952,
-494235.0763,0.785,-494235.0763,0.7849999992,-494235.1097,0.7831561136,
-494235.043,0.785,-494235.043,0.7849999991,-494235.0763,0.7832591257,
-494235.0097,0.785,-494235.0097,0.7849999991,-494235.043,0.7842899952,
-494234.9763,0.785,-494234.9763,0.7849999991,-494235.0097,0.7829499397,
-494234.943,0.785,-494234.943,0.7849999992,-494234.9763,0.7830529518,
-494234.9097,0.785,-494234.9097,0.7849999993,-494234.943,0.7822282562,
-494234.8763,0.785,-494234.8763,0.7849999995,-494234.9097,0.7821250944,
-494234.843,0.785,-494234.843,0.7849999997,-494234.8763,0.782331418,
-494234.8097,0.785,-494234.8097,0.7849999999,-494234.843,0.7830529518,
-494234.7763,0.785,-494234.7763,0.785,-494234.8097,0.7836714735,
-494234.743,0.785,-494234.743,0.7850000002,-494234.7763,0.7839808092,
-494234.7097,0.785,-494234.7097,0.7850000003,-494234.743,0.7836714735,
-494234.6763,0.785,-494234.6763,0.7850000004,-494234.7097,0.7844961691,
-494234.643,0.785,-494234.643,0.7850000005,-494234.6763,0.784393157,
-494234.6097,0.785,-494234.6097,0.7850000005,-494234.643,0.7832591257,
-494234.5763,0.785,-494234.5763,0.7850000005,-494234.6097,0.7821250944,
-494234.543,0.785,-494234.543,0.7850000005,-494234.5763,0.782331418,
-494234.5097,0.785,-494234.5097,0.7850000004,-494234.543,0.7824344301,
-494234.4763,0.785,-494234.4763,0.7850000003,-494234.5097,0.7834652996,
-494234.443,0.785,-494234.443,0.7850000002,-494234.4763,0.7836714735,
-494234.4097,0.785,-494234.4097,0.785,-494234.443,0.7824344301,
-494234.3764,0.785,-494234.3764,0.7849999999,-494234.4097,0.7837746353,
-494234.343,0.785,-494234.343,0.7849999998,-494234.3764,0.7824344301,
-494234.3097,0.785,-494234.3097,0.7849999998,-494234.343,0.7832591257,
-494234.2764,0.785,-494234.2764,0.7849999997,-494234.3097,0.7845993309,
-494234.243,0.785,-494234.243,0.7849999997,-494234.2764,0.7834652996,
-494234.2097,0.785,-494234.2097,0.7849999997,-494234.243,0.7830529518,
-494234.1763,0.785,-494234.1763,0.7849999997,-494234.2097,0.7819189205,
-494234.143,0.785,-494234.143,0.7849999997,-494234.1763,0.7840838213,
-494234.1097,0.785,-494234.1097,0.7849999997,-494234.143,0.7851148405,
-494234.0764,0.785,-494234.0764,0.7849999998,-494234.1097,0.7851148405,
-494234.043,0.785,-494234.043,0.7849999998,-494234.0764,0.7832591257,
-494234.0097,0.785,-494234.0097,0.7849999999,-494234.043,0.7827437658,
-494233.9764,0.785,-494233.9764,0.785,-494234.0097,0.7828467779,
-494233.943,0.785,-494233.943,0.785,-494233.9764,0.7821250944,
-494233.9097,0.785,-494233.9097,0.7850000001,-494233.943,0.7829499397,
-494233.8763,0.785,-494233.8763,0.7850000001,-494233.9097,0.7834652996,
-494233.843,0.785,-494233.843,0.7850000002,-494233.8763,0.7834652996,
-494233.8097,0.785,-494233.8097,0.7850000002,-494233.843,0.7836714735,
-494233.7763,0.785,-494233.7763,0.7850000002,-494233.8097,0.7827437658,
-494233.743,0.785,-494233.743,0.7850000002,-494233.7763,0.782331418,
-494233.7097,0.785,-494233.7097,0.7850000002,-494233.743,0.7821250944,
-494233.6763,0.785,-494233.6763,0.7850000001,-494233.7097,0.7831561136,
-494233.643,0.785,-494233.643,0.7850000001,-494233.6763,0.7835684614,
-494233.6097,0.785,-494233.6097,0.785,-494233.643,0.7840838213,
-494233.5763,0.785,-494233.5763,0.785,-494233.6097,0.7832591257,
-494233.543,0.785,-494233.543,0.785,-494233.5763,0.782331418,
-494233.5097,0.785,-494233.5097,0.7849999999,-494233.543,0.7830529518,
-494233.4763,0.785,-494233.4763,0.7849999999,-494233.5097,0.7820220823,
-494233.443,0.785,-494233.443,0.7849999999,-494233.4763,0.7831561136,
-494233.4097,0.785,-494233.4097,0.7849999999,-494233.443,0.7831561136,
-494233.3763,0.785,-494233.3763,0.7849999999,-494233.4097,0.7833622875,
-494233.343,0.785,-494233.343,0.7849999999,-494233.3763,0.784393157,
-494233.3097,0.785,-494233.3097,0.7849999999,-494233.343,0.7840838213,
-494233.2764,0.785,-494233.2764,0.7849999999,-494233.3097,0.784393157,
-494233.243,0.785,-494233.243,0.7849999999,-494233.2764,0.7838776474,
-494233.2097,0.785,-494233.2097,0.7849999999,-494233.243,0.7829499397,
-494233.1763,0.785,-494233.1763,0.785,-494233.2097,0.7847024927,
-494233.143,0.785,-494233.143,0.785,-494233.1763,0.7851148405,
-494233.1097,0.785,-494233.1097,0.785,-494233.143,0.7840838213,
-494233.0764,0.785,-494233.0764,0.785,-494233.1097,0.782640604,
-494233.043,0.785,-494233.043,0.7850000001,-494233.0764,0.7828467779,
-494233.0097,0.785,-494233.0097,0.7850000001,-494233.043,0.7833622875,
-494232.9763,0.785,-494232.9763,0.7850000001,-494233.0097,0.7837746353,
-494232.943,0.785,-494232.943,0.7850000001,-494232.9763,0.7845993309,
-494232.9097,0.785,-494232.9097,0.7850000001,-494232.943,0.7832591257,
-494232.8763,0.785,-494232.8763,0.7850000001,-494232.9097,0.7827437658,
-494232.843,0.785,-494232.843,0.785,-494232.8763,0.7841869831,
-494232.8097,0.785,-494232.8097,0.785,-494232.843,0.78614571,
-494232.7763,0.785,-494232.7763,0.785,-494232.8097,0.7842899952,
-494232.743,0.785,-494232.743,0.785,-494232.7763,0.7852178526,
-494232.7097,0.785,-494232.7097,0.785,-494232.743,0.7858363743,
-494232.6763,0.785,-494232.6763,0.785,-494232.7097,0.7834652996,
-494232.643,0.785,-494232.643,0.785,-494232.6763,0.7844961691,
-494232.6097,0.785,-494232.6097,0.785,-494232.643,0.7856302004,
-494232.5763,0.785,-494232.5763,0.7849999999,-494232.6097,0.7835684614,
-494232.543,0.785,-494232.543,0.7849999999,-494232.5763,0.7841869831,
-494232.5097,0.785,-494232.5097,0.7849999999,-494232.543,0.7852178526,
-494232.4763,0.785,-494232.4763,0.785,-494232.5097,0.7844961691,
-494232.443,0.785,-494232.443,0.785,-494232.4763,0.7851148405,
-494232.4097,0.785,-494232.4097,0.785,-494232.443,0.7836714735,
-494232.3763,0.785,-494232.3763,0.785,-494232.4097,0.784393157,
-494232.343,0.785,-494232.343,0.785,-494232.3763,0.7855271883,
-494232.3097,0.785,-494232.3097,0.785,-494232.343,0.7854240265,
-494232.2763,0.785,-494232.2763,0.785,-494232.3097,0.7850116787,
-494232.243,0.785,-494232.243,0.785,-494232.2763,0.7831561136,
-494232.2097,0.785,-494232.2097,0.785,-494232.243,0.784393157,
-494232.1763,0.785,-494232.1763,0.785,-494232.2097,0.7840838213,
-494232.143,0.785,-494232.143,0.785,-494232.1763,0.7838776474,
-494232.1097,0.785,-494232.1097,0.785,-494232.143,0.7857333622,
-494232.0763,0.785,-494232.0763,0.785,-494232.1097,0.7850116787,
-494232.043,0.785,-494232.043,0.785,-494232.0763,0.7857333622,
-494232.0097,0.785,-494232.0097,0.785,-494232.043,0.7851148405,
-494231.9764,0.785,-494231.9764,0.785,-494232.0097,0.7844961691,
-494231.943,0.785,-494231.943,0.785,-494231.9764,0.7852178526,
-494231.9097,0.785,-494231.9097,0.785,-494231.943,0.7851148405,
-494231.8763,0.785,-494231.8763,0.785,-494231.9097,0.7834652996,
-494231.843,0.785,-494231.843,0.785,-494231.8763,0.7849086666,
-494231.8097,0.785,-494231.8097,0.785,-494231.843,0.7868673935,
-494231.7763,0.785,-494231.7763,0.785,-494231.8097,0.78614571,
-494231.743,0.785,-494231.743,0.785,-494231.7763,0.787898263,
-494231.7097,0.785,-494231.7097,0.785,-494231.743,0.7868673935,
-494231.6763,0.785,-494231.6763,0.785,-494231.7097,0.7867642317,
-494231.643,0.785,-494231.643,0.785,-494231.6763,0.7863518839,
-494231.6097,0.785,-494231.6097,0.785,-494231.643,0.78614571,
-494231.5763,0.785,-494231.5763,0.785,-494231.6097,0.7862487221,
-494231.543,0.785,-494231.543,0.785,-494231.5763,0.7860425482,
-494231.5097,0.785,-494231.5097,0.785,-494231.543,0.7862487221,
-494231.4763,0.785,-494231.4763,0.785,-494231.5097,0.7857333622,
-494231.443,0.785,-494231.443,0.785,-494231.4763,0.784393157,
-494231.4097,0.785,-494231.4097,0.785,-494231.443,0.7858363743,
-494231.3763,0.785,-494231.3763,0.785,-494231.4097,0.7852178526,
-494231.343,0.785,-494231.343,0.785,-494231.3763,0.786454896,
-494231.3097,0.785,-494231.3097,0.785,-494231.343,0.7863518839,
-494231.2763,0.785,-494231.2763,0.785,-494231.3097,0.7872797413,
-494231.243,0.785,-494231.243,0.785,-494231.2763,0.7870735674,
-494231.2097,0.785,-494231.2097,0.785,-494231.243,0.7856302004,
-494231.1764,0.785,-494231.1764,0.785,-494231.2097,0.7851148405,
-494231.143,0.785,-494231.143,0.785,-494231.1764,0.78614571,
-494231.1097,0.785,-494231.1097,0.785,-494231.143,0.7880012751,
-494231.0763,0.785,-494231.0763,0.785,-494231.1097,0.7875889273,
-494231.043,0.785,-494231.043,0.785,-494231.0763,0.7866610699,
-494231.0097,0.785,-494231.0097,0.785,-494231.043,0.7872797413,
-494230.9763,0.785,-494230.9763,0.785,-494231.0097,0.7869704056,
-494230.943,0.785,-494230.943,0.785,-494230.9763,0.7849086666,
-494230.9097,0.785,-494230.9097,0.785,-494230.943,0.7856302004,
-494230.8763,0.785,-494230.8763,0.785,-494230.9097,0.7849086666,
-494230.843,0.785,-494230.843,0.785,-494230.8763,0.7865580578,
-494230.8097,0.785,-494230.8097,0.785,-494230.843,0.7875889273,
-494230.7763,0.785,-494230.7763,0.785,-494230.8097,0.7867642317,
-494230.743,0.785,-494230.743,0.785,-494230.7763,0.787898263,
-494230.7097,0.785,-494230.7097,0.785,-494230.743,0.7860425482,
-494230.6763,0.785,-494230.6763,0.785,-494230.7097,0.7867642317,
-494230.643,0.785,-494230.643,0.785,-494230.6763,0.7867642317,
-494230.6097,0.785,-494230.6097,0.785,-494230.643,0.7866610699,
-494230.5763,0.785,-494230.5763,0.785,-494230.6097,0.7857333622,
-494230.543,0.785,-494230.543,0.785,-494230.5763,0.7859395361,
-494230.5097,0.785,-494230.5097,0.785,-494230.543,0.7860425482,
-494230.4763,0.785,-494230.4763,0.785,-494230.5097,0.7855271883,
-494230.443,0.785,-494230.443,0.785,-494230.4763,0.7856302004,
-494230.4097,0.785,-494230.4097,0.785,-494230.443,0.7869704056,
-494230.3764,0.785,-494230.3764,0.785,-494230.4097,0.7867642317,
-494230.343,0.785,-494230.343,0.785,-494230.3764,0.7886197968,
-494230.3097,0.785,-494230.3097,0.785,-494230.343,0.789650816,
-494230.2764,0.785,-494230.2764,0.785,-494230.3097,0.788207449,
-494230.243,0.785,-494230.243,0.785,-494230.2764,0.7866610699,
-494230.2097,0.785,-494230.2097,0.785,-494230.243,0.7870735674,
-494230.1763,0.785,-494230.1763,0.785,-494230.2097,0.7872797413,
-494230.143,0.785,-494230.143,0.785,-494230.1763,0.7859395361,
-494230.1097,0.785,-494230.1097,0.785,-494230.143,0.7869704056,
-494230.0763,0.785,-494230.0763,0.785,-494230.1097,0.7858363743,
-494230.043,0.785,-494230.043,0.785,-494230.0763,0.7870735674,
-494230.0097,0.785,-494230.0097,0.785,-494230.043,0.7870735674,
-494229.9763,0.785,-494229.9763,0.785,-494230.0097,0.7865580578,
-494229.943,0.785,-494229.943,0.785,-494229.9763,0.7881044369,
-494229.9097,0.785,-494229.9097,0.785,-494229.943,0.787898263,
-494229.8763,0.785,-494229.8763,0.785,-494229.9097,0.7881044369,
-494229.843,0.785,-494229.843,0.785,-494229.8763,0.7876920891,
-494229.8097,0.785,-494229.8097,0.785,-494229.843,0.788207449,
-494229.7764,0.785,-494229.7764,0.785,-494229.8097,0.7872797413,
-494229.743,0.785,-494229.743,0.785,-494229.7764,0.7887229586,
-494229.7097,0.785,-494229.7097,0.785,-494229.743,0.7892384682,
-494229.6763,0.785,-494229.6763,0.785,-494229.7097,0.7881044369,
-494229.643,0.785,-494229.643,0.785,-494229.6763,0.7874859152,
-494229.6097,0.785,-494229.6097,0.785,-494229.643,0.7880012751,
-494229.5763,0.785,-494229.5763,0.785,-494229.6097,0.7871765795,
-494229.543,0.785,-494229.543,0.785,-494229.5763,0.7888259706,
-494229.5097,0.785,-494229.5097,0.785,-494229.543,0.788207449,
-494229.4763,0.785,-494229.4763,0.785,-494229.5097,0.7883106108,
-494229.443,0.785,-494229.443,0.785,-494229.4763,0.7893414803,
-494229.4097,0.785,-494229.4097,0.785,-494229.443,0.7877951012,
-494229.3763,0.785,-494229.3763,0.785,-494229.4097,0.7860425482,
-494229.343,0.785,-494229.343,0.785,-494229.3763,0.7867642317,
-494229.3097,0.785,-494229.3097,0.785,-494229.343,0.7872797413,
-494229.2764,0.785,-494229.2764,0.785,-494229.3097,0.7873827534,
-494229.243,0.785,-494229.243,0.785,-494229.2764,0.7876920891,
-494229.2097,0.785,-494229.2097,0.785,-494229.243,0.7875889273,
-494229.1763,0.785,-494229.1763,0.785,-494229.2097,0.7869704056,
-494229.143,0.785,-494229.143,0.785,-494229.1763,0.7877951012,
-494229.1097,0.785,-494229.1097,0.785,-494229.143,0.7870735674,
-494229.0763,0.785,-494229.0763,0.785,-494229.1097,0.7867642317,
-494229.043,0.785,-494229.043,0.785,-494229.0763,0.7869704056,
-494229.0097,0.785,-494229.0097,0.785,-494229.043,0.78614571,
-494228.9763,0.785,-494228.9763,0.785,-494229.0097,0.7874859152,
-494228.943,0.785,-494228.943,0.785,-494228.9763,0.7876920891,
-494228.9097,0.785,-494228.9097,0.785,-494228.943,0.788207449,
-494228.8763,0.785,-494228.8763,0.785,-494228.9097,0.788207449,
-494228.843,0.785,-494228.843,0.785,-494228.8763,0.7873827534,
-494228.8097,0.785,-494228.8097,0.785,-494228.843,0.7890322943,
-494228.7763,0.785,-494228.7763,0.785,-494228.8097,0.7869704056,
-494228.743,0.785,-494228.743,0.785,-494228.7763,0.7870735674,
-494228.7097,0.785,-494228.7097,0.785,-494228.743,0.7868673935,
-494228.6764,0.785,-494228.6764,0.785,-494228.7097,0.786454896,
-494228.643,0.785,-494228.643,0.785,-494228.6764,0.7885167847,
-494228.6097,0.785,-494228.6097,0.785,-494228.643,0.7895476542,
-494228.5763,0.785,-494228.5763,0.785,-494228.6097,0.7890322943,
-494228.543,0.785,-494228.543,0.785,-494228.5763,0.7880012751,
-494228.5097,0.785,-494228.5097,0.785,-494228.543,0.7881044369,
-494228.4763,0.785,-494228.4763,0.785,-494228.5097,0.7886197968,
-494228.443,0.785,-494228.443,0.785,-494228.4763,0.7887229586,
-494228.4097,0.785,-494228.4097,0.785,-494228.443,0.7867642317,
-494228.3763,0.785,-494228.3763,0.785,-494228.4097,0.7868673935,
-494228.3431,0.785,-494228.3431,0.785,-494228.3763,0.7857333622,
-494228.3097,0.785,-494228.3097,0.785,-494228.3431,0.788207449,
-494228.2763,0.785,-494228.2763,0.785,-494228.3097,0.7875889273,
-494228.243,0.785,-494228.243,0.785,-494228.2763,0.7872797413,
-494228.2097,0.785,-494228.2097,0.785,-494228.243,0.7881044369,
-494228.1763,0.785,-494228.1763,0.785,-494228.2097,0.7889291325,
-494228.143,0.785,-494228.143,0.785,-494228.1763,0.7874859152,
-494228.1097,0.785,-494228.1097,0.785,-494228.143,0.7863518839,
-494228.0763,0.785,-494228.0763,0.785,-494228.1097,0.7876920891,
-494228.043,0.785,-494228.043,0.785,-494228.0763,0.7862487221,
-494228.0097,0.785,-494228.0097,0.785,-494228.043,0.7867642317,
-494227.9763,0.785,-494227.9763,0.785,-494228.0097,0.7880012751,
-494227.943,0.785,-494227.943,0.785,-494227.9763,0.787898263,
-494227.9097,0.785,-494227.9097,0.785,-494227.943,0.7875889273,
-494227.8764,0.785,-494227.8764,0.785,-494227.9097,0.7885167847,
-494227.843,0.785,-494227.843,0.785,-494227.8764,0.787898263,
-494227.8097,0.785,-494227.8097,0.785,-494227.843,0.7883106108,
-494227.7763,0.785,-494227.7763,0.785,-494227.8097,0.7873827534,
-494227.743,0.785,-494227.743,0.785,-494227.7763,0.7877951012,
-494227.7097,0.785,-494227.7097,0.785,-494227.743,0.7873827534,
-494227.6763,0.785,-494227.6763,0.785,-494227.7097,0.7875889273,
-494227.643,0.785,-494227.643,0.785,-494227.6763,0.7881044369,
-494227.6097,0.785,-494227.6097,0.785,-494227.643,0.7871765795,
-494227.5763,0.785,-494227.5763,0.785,-494227.6097,0.7881044369,
-494227.543,0.785,-494227.543,0.785,-494227.5763,0.7859395361,
-494227.5097,0.785,-494227.5097,0.785,-494227.543,0.786454896,
-494227.4763,0.785,-494227.4763,0.785,-494227.5097,0.7887229586,
-494227.443,0.785,-494227.443,0.785,-494227.4763,0.7892384682,
-494227.4097,0.785,-494227.4097,0.785,-494227.443,0.7886197968,
-494227.3763,0.785,-494227.3763,0.785,-494227.4097,0.7885167847,
-494227.343,0.785,-494227.343,0.785,-494227.3763,0.7880012751,
-494227.3097,0.785,-494227.3097,0.785,-494227.343,0.7880012751,
-494227.2763,0.785,-494227.2763,0.785,-494227.3097,0.7870735674,
-494227.243,0.785,-494227.243,0.785,-494227.2763,0.7880012751,
-494227.2097,0.785,-494227.2097,0.785,-494227.243,0.7884136229,
-494227.1763,0.785,-494227.1763,0.785,-494227.2097,0.7865580578,
-494227.143,0.785,-494227.143,0.785,-494227.1763,0.7875889273,
-494227.1097,0.785,-494227.1097,0.785,-494227.143,0.7886197968,
-494227.0763,0.785,-494227.0763,0.785,-494227.1097,0.7884136229,
